,user,project_name,namespace,url
2011,pyta-uoft,pyta,tests/test_type_inference/test_functions.py,https://github.com/pyta-uoft/pyta
2138,pyta-uoft,pyta,tests/test_type_inference/test_boolops.py,https://github.com/pyta-uoft/pyta
913,pyta-uoft,pyta,tests/test_type_inference/test_starred.py,https://github.com/pyta-uoft/pyta
1045,pyta-uoft,pyta,tests/test_type_inference/test_initializer.py,https://github.com/pyta-uoft/pyta
2078,pyta-uoft,pyta,tests/test_type_inference/test_binops.py,https://github.com/pyta-uoft/pyta
568,pyta-uoft,pyta,tests/test_type_inference/test_function_annotation.py,https://github.com/pyta-uoft/pyta
1015,pyta-uoft,pyta,tests/test_type_inference/test_for.py,https://github.com/pyta-uoft/pyta
2148,pyta-uoft,pyta,tests/custom_hypothesis_support.py,https://github.com/pyta-uoft/pyta
2117,pyta-uoft,pyta,tests/test_type_inference/test_typefail_reason.py,https://github.com/pyta-uoft/pyta
430,pyta-uoft,pyta,tests/test_type_inference/test_imports.py,https://github.com/pyta-uoft/pyta
1621,pyta-uoft,pyta,tests/test_type_inference/test_annassign.py,https://github.com/pyta-uoft/pyta
1370,pyta-uoft,pyta,tests/test_type_inference/test_attribute.py,https://github.com/pyta-uoft/pyta
2153,pyta-uoft,pyta,tests/test_type_inference/test_errors.py,https://github.com/pyta-uoft/pyta
1513,pyta-uoft,pyta,tests/test_type_inference/test_classdef.py,https://github.com/pyta-uoft/pyta
131,pyta-uoft,pyta,tests/test_type_inference/test_function_def_inference.py,https://github.com/pyta-uoft/pyta
2156,pyta-uoft,pyta,tests/test_type_constraints/test_tnode_structure.py,https://github.com/pyta-uoft/pyta
1982,pyta-uoft,pyta,tests/test_type_inference/test_set.py,https://github.com/pyta-uoft/pyta
2268,pytest-dev,pytest-asyncio,tests/test_hypothesis_integration.py,https://github.com/pytest-dev/pytest-asyncio
510,pytest-dev,pytest,testing/python/metafunc.py,https://github.com/pytest-dev/pytest
708,python-attrs,attrs,tests/test_dunders.py,https://github.com/python-attrs/attrs
13,python-attrs,attrs,conftest.py,https://github.com/python-attrs/attrs
905,python-attrs,attrs,tests/test_make.py,https://github.com/python-attrs/attrs
9,python-attrs,attrs,tests/test_functional.py,https://github.com/python-attrs/attrs
1611,python-attrs,attrs,tests/test_funcs.py,https://github.com/python-attrs/attrs
1682,python-attrs,attrs,tests/strategies.py,https://github.com/python-attrs/attrs
1817,python-escpos,python-escpos,test/test_printer_file.py,https://github.com/python-escpos/python-escpos
132,python-escpos,python-escpos,test/test_magicencode.py,https://github.com/python-escpos/python-escpos
1563,python-escpos,python-escpos,test/test_function_text.py,https://github.com/python-escpos/python-escpos
359,python-hyper,h2,test/test_settings.py,https://github.com/python-hyper/h2
2000,python-hyper,hyperlink,src/hyperlink/hypothesis.py,https://github.com/python-hyper/hyperlink
2200,python-hyper,hyperlink,src/hyperlink/test/__init__.py,https://github.com/python-hyper/hyperlink
813,python-hyper,hyperlink,src/hyperlink/test/test_hypothesis.py,https://github.com/python-hyper/hyperlink
940,python-hyper,h2,test/test_basic_logic.py,https://github.com/python-hyper/h2
854,python-hyper,brotlicffi,test/test_simple_compression.py,https://github.com/python-hyper/brotlicffi
145,python-hyper,h2,test/test_flow_control_window.py,https://github.com/python-hyper/h2
1273,python-hyper,hpack,test/conftest.py,https://github.com/python-hyper/hpack
2043,python-hyper,h2,test/test_events.py,https://github.com/python-hyper/h2
904,python-hyper,h2,test/test_invalid_headers.py,https://github.com/python-hyper/h2
371,python-hyper,h2,test/test_state_machines.py,https://github.com/python-hyper/h2
1679,python-hyper,hpack,test/test_huffman.py,https://github.com/python-hyper/hpack
674,python-hyper,hpack,test/test_hpack.py,https://github.com/python-hyper/hpack
1136,python-hyper,hpack,test/test_encode_decode.py,https://github.com/python-hyper/hpack
2116,python-hyper,priority,test/test_priority.py,https://github.com/python-hyper/priority
1429,python-mario,mario,tests/test_app.py,https://github.com/python-mario/mario
412,python-tls,tls,tls/_common/test/test_prf.py,https://github.com/python-tls/tls
1864,python-trio,pytest-trio,pytest_trio/_tests/test_hypothesis_interaction.py,https://github.com/python-trio/pytest-trio
976,python-trio,pytest-trio,pytest_trio/plugin.py,https://github.com/python-trio/pytest-trio
216,pytorch,benchmark,torchbenchmark/models/pytorch_struct/torch_struct/test_distributions.py,https://github.com/pytorch/benchmark
334,pytorch,opacus,opacus/tests/dp_layers/dp_multihead_attention_test.py,https://github.com/pytorch/opacus
469,pytorch,opacus,opacus/tests/grad_samples/conv2d_test.py,https://github.com/pytorch/opacus
1626,pytorch,opacus,opacus/tests/grad_samples/dp_multihead_attention_test.py,https://github.com/pytorch/opacus
895,pytorch,opacus,opacus/tests/dp_layers/dp_lstm_test.py,https://github.com/pytorch/opacus
1789,pytorch,opacus,opacus/tests/grad_samples/sequence_bias_test.py,https://github.com/pytorch/opacus
1187,pytorch,opacus,opacus/tests/grad_samples/dp_lstm_test.py,https://github.com/pytorch/opacus
1571,pytorch,benchmark,torchbenchmark/models/pytorch_struct/torch_struct/semirings/test_semirings.py,https://github.com/pytorch/benchmark
1522,pytorch,opacus,opacus/tests/grad_samples/conv3d_test.py,https://github.com/pytorch/opacus
1465,pytorch,opacus,opacus/tests/grad_samples/layer_norm_test.py,https://github.com/pytorch/opacus
1562,pytorch,opacus,opacus/tests/grad_samples/group_norm_test.py,https://github.com/pytorch/opacus
810,pytorch,opacus,opacus/tests/grad_samples/linear_test.py,https://github.com/pytorch/opacus
60,pytorch,opacus,opacus/tests/grad_samples/instance_norm3d_test.py,https://github.com/pytorch/opacus
1965,pytorch,opacus,opacus/tests/grad_samples/instance_norm2d_test.py,https://github.com/pytorch/opacus
1710,pytorch,benchmark,torchbenchmark/models/pytorch_struct/torch_struct/test_algorithms.py,https://github.com/pytorch/benchmark
533,pytorch,opacus,opacus/tests/grad_samples/embedding_test.py,https://github.com/pytorch/opacus
1082,pytorch,opacus,opacus/tests/grad_samples/instance_norm1d_test.py,https://github.com/pytorch/opacus
830,pytorch,opacus,opacus/tests/grad_samples/conv1d_test.py,https://github.com/pytorch/opacus
1007,pytries,marisa-trie,tests/test_bytes_trie.py,https://github.com/pytries/marisa-trie
1281,pytries,marisa-trie,tests/test_binary_trie.py,https://github.com/pytries/marisa-trie
1270,pytries,marisa-trie,tests/test_record_trie.py,https://github.com/pytries/marisa-trie
623,pytries,marisa-trie,tests/test_trie.py,https://github.com/pytries/marisa-trie
205,pytries,marisa-trie,tests/utils.py,https://github.com/pytries/marisa-trie
2027,pytries,datrie,tests/test_random.py,https://github.com/pytries/datrie
1427,pyudev,pyudev,tests/test_discover.py,https://github.com/pyudev/pyudev
1501,pyudev,pyudev,tests/_device_tests/_attributes_tests.py,https://github.com/pyudev/pyudev
987,pyudev,pyudev,tests/test_util.py,https://github.com/pyudev/pyudev
2100,pyudev,pyudev,tests/_device_tests/_device_tests.py,https://github.com/pyudev/pyudev
1319,pyudev,pyudev,tests/_constants.py,https://github.com/pyudev/pyudev
1713,pyudev,pyudev,tests/_device_tests/_devices_tests.py,https://github.com/pyudev/pyudev
176,pyudev,pyudev,tests/utils/misc.py,https://github.com/pyudev/pyudev
1232,pyudev,pyudev,tests/_device_tests/_tags_tests.py,https://github.com/pyudev/pyudev
186,pyudev,pyudev,tests/test_enumerate.py,https://github.com/pyudev/pyudev
2206,pyvista,pyvista,tests/test_common.py,https://github.com/pyvista/pyvista
1149,pyvista,pyvista,tests/test_datasetattributes.py,https://github.com/pyvista/pyvista
943,quodlibet,mutagen,tests/test___init__.py,https://github.com/quodlibet/mutagen
358,qutebrowser,qutebrowser,tests/unit/completion/test_completiondelegate.py,https://github.com/qutebrowser/qutebrowser
2252,qutebrowser,qutebrowser,tests/unit/completion/test_histcategory.py,https://github.com/qutebrowser/qutebrowser
1049,qutebrowser,qutebrowser,tests/unit/config/test_configutils.py,https://github.com/qutebrowser/qutebrowser
1485,qutebrowser,qutebrowser,tests/unit/browser/webkit/http/test_http.py,https://github.com/qutebrowser/qutebrowser
1572,qutebrowser,qutebrowser,tests/unit/misc/test_elf.py,https://github.com/qutebrowser/qutebrowser
1362,qutebrowser,qutebrowser,tests/unit/config/test_configtypes.py,https://github.com/qutebrowser/qutebrowser
203,qutebrowser,qutebrowser,tests/unit/utils/test_utils.py,https://github.com/qutebrowser/qutebrowser
2201,qutebrowser,qutebrowser,tests/unit/misc/test_split_hypothesis.py,https://github.com/qutebrowser/qutebrowser
2176,qutebrowser,qutebrowser,tests/unit/completion/test_completionmodel.py,https://github.com/qutebrowser/qutebrowser
843,qutebrowser,qutebrowser,tests/unit/completion/test_models.py,https://github.com/qutebrowser/qutebrowser
1742,qutebrowser,qutebrowser,tests/unit/misc/test_sql.py,https://github.com/qutebrowser/qutebrowser
836,qutebrowser,qutebrowser,tests/unit/utils/test_urlutils.py,https://github.com/qutebrowser/qutebrowser
1508,qutebrowser,qutebrowser,tests/unit/keyinput/test_keyutils.py,https://github.com/qutebrowser/qutebrowser
1039,qutebrowser,qutebrowser,tests/unit/utils/test_version.py,https://github.com/qutebrowser/qutebrowser
2073,qutebrowser,qutebrowser,tests/unit/utils/test_urlmatch.py,https://github.com/qutebrowser/qutebrowser
2069,qutebrowser,qutebrowser,tests/unit/utils/test_javascript.py,https://github.com/qutebrowser/qutebrowser
1068,qutebrowser,qutebrowser,tests/conftest.py,https://github.com/qutebrowser/qutebrowser
631,raamana,kernelmethods,kernelmethods/tests/test_categorical.py,https://github.com/raamana/kernelmethods
889,raamana,kernelmethods,kernelmethods/tests/test_numeric_kernels.py,https://github.com/raamana/kernelmethods
1102,radical-cybertools,radical.entk,tests/test_component/test_stage.py,https://github.com/radical-cybertools/radical.entk
1350,radical-cybertools,radical.entk,tests/test_component/test_amgr.py,https://github.com/radical-cybertools/radical.entk
753,radical-cybertools,radical.entk,tests/test_component/test_pipeline.py,https://github.com/radical-cybertools/radical.entk
1706,radical-cybertools,radical.entk,tests/test_component/test_rmgr_base.py,https://github.com/radical-cybertools/radical.entk
26,raiden-network,raiden,raiden/tests/fuzz/test_state_changes.py,https://github.com/raiden-network/raiden
2234,raiden-network,raiden,raiden/tests/fuzz/utils.py,https://github.com/raiden-network/raiden
2127,raiden-network,raiden,raiden/tests/unit/transfer/mediated_transfer/test_mediation_fee.py,https://github.com/raiden-network/raiden
1151,rayanht,paprika,tests/test_oo.py,https://github.com/rayanht/paprika
1448,rcarriga,vim-ultest,tests/unit/models/test_tree.py,https://github.com/rcarriga/vim-ultest
438,rcarriga,vim-ultest,tests/__init__.py,https://github.com/rcarriga/vim-ultest
709,rcarriga,vim-ultest,tests/test_init.py,https://github.com/rcarriga/vim-ultest
1823,readthedocs,commonmark.py,commonmark/tests/unit_tests.py,https://github.com/readthedocs/commonmark.py
569,recursecenter,blaggregator,home/tests/utils.py,https://github.com/recursecenter/blaggregator
644,recursecenter,blaggregator,home/tests/test_feed_parser.py,https://github.com/recursecenter/blaggregator
745,rgerum,cameratransform,tests/strategies.py,https://github.com/rgerum/cameratransform
288,rgerum,cameratransform,tests/test_transforms.py,https://github.com/rgerum/cameratransform
1696,rgerum,cameratransform,tests/test_helpers.py,https://github.com/rgerum/cameratransform
1949,rgerum,cameratransform,tests/test_gps.py,https://github.com/rgerum/cameratransform
1487,rgerum,cameratransform,tests/test_ray.py,https://github.com/rgerum/cameratransform
1711,rgerum,cameratransform,tests/test_fits.py,https://github.com/rgerum/cameratransform
1033,rhettinger,modernpython,test_quadratic.py,https://github.com/rhettinger/modernpython
1632,robinhood,faust,t/unit/serializers/test_codecs.py,https://github.com/robinhood/faust
603,robinhood,faust,t/unit/utils/test_json.py,https://github.com/robinhood/faust
1027,robinhood,faust,t/meticulous/assignor/test_copartitioned_assignor.py,https://github.com/robinhood/faust
944,rsokl,MyGrad,tests/test_utils.py,https://github.com/rsokl/MyGrad
136,rsokl,MyGrad,tests/wrappers/test_uber.py,https://github.com/rsokl/MyGrad
179,rsokl,noggin,tests/test_LiveLogger.py,https://github.com/rsokl/noggin
2062,rsokl,MyGrad,tests/nnet/losses/test_margin_ranking.py,https://github.com/rsokl/MyGrad
183,rsokl,MyGrad,tests/nnet/losses/test_softmaxcrossentropy.py,https://github.com/rsokl/MyGrad
128,rsokl,MyGrad,tests/nnet/losses/test_focal_loss.py,https://github.com/rsokl/MyGrad
127,rsokl,MyGrad,tests/test_view_semantics.py,https://github.com/rsokl/MyGrad
260,rsokl,MyGrad,tests/nnet/activations/test_glu.py,https://github.com/rsokl/MyGrad
1969,rsokl,MyGrad,tests/tensor_base/test_replay_view_op.py,https://github.com/rsokl/MyGrad
139,rsokl,MyGrad,tests/ufuncs/test_dtype.py,https://github.com/rsokl/MyGrad
1876,rsokl,MyGrad,tests/tensor_base/test_no_null_grad_semantics.py,https://github.com/rsokl/MyGrad
254,rsokl,noggin,tests/test_LiveMetric.py,https://github.com/rsokl/noggin
2051,rsokl,MyGrad,tests/nnet/initializers/test_uniform.py,https://github.com/rsokl/MyGrad
2158,rsokl,MyGrad,tests/ufuncs/test_fwd_prop_and_backprop.py,https://github.com/rsokl/MyGrad
963,rsokl,MyGrad,tests/tensor_ops/test_reshape.py,https://github.com/rsokl/MyGrad
2024,rsokl,MyGrad,tests/test_indexing_routines.py,https://github.com/rsokl/MyGrad
2109,rsokl,noggin,tests/test_LivePlot.py,https://github.com/rsokl/noggin
2031,rsokl,MyGrad,tests/custom_strategies/__init__.py,https://github.com/rsokl/MyGrad
223,rsokl,MyGrad,tests/nnet/activations/test_hard_tanh.py,https://github.com/rsokl/MyGrad
1904,rsokl,MyGrad,tests/test_weakref.py,https://github.com/rsokl/MyGrad
2009,rsokl,MyGrad,tests/state_testing/test_view_semantics.py,https://github.com/rsokl/MyGrad
1945,rsokl,MyGrad,tests/nnet/test_sliding_window.py,https://github.com/rsokl/MyGrad
15,rsokl,MyGrad,tests/math/unary/test_nondifferentiable.py,https://github.com/rsokl/MyGrad
2140,rsokl,MyGrad,tests/nnet/activations/test_leaky_relu.py,https://github.com/rsokl/MyGrad
1893,rsokl,MyGrad,tests/test_no_autodiff.py,https://github.com/rsokl/MyGrad
2194,rsokl,MyGrad,tests/numpy_compat/test_array_creation.py,https://github.com/rsokl/MyGrad
46,rsokl,MyGrad,tests/tensor_ops/test_sequence_ops.py,https://github.com/rsokl/MyGrad
1999,rsokl,MyGrad,tests/nnet/initializers/test_dirac.py,https://github.com/rsokl/MyGrad
274,rsokl,MyGrad,tests/utils/test_utils.py,https://github.com/rsokl/MyGrad
2147,rsokl,MyGrad,tests/test_duplicating_graph.py,https://github.com/rsokl/MyGrad
2186,rsokl,noggin,tests/test_utils.py,https://github.com/rsokl/noggin
2077,rsokl,MyGrad,tests/math/test_misc.py,https://github.com/rsokl/MyGrad
2075,rsokl,MyGrad,tests/linalg/test_einsum.py,https://github.com/rsokl/MyGrad
276,rsokl,MyGrad,tests/tensor_ops/test_setitem.py,https://github.com/rsokl/MyGrad
1087,rsokl,MyGrad,tests/test_in_place_semantics.py,https://github.com/rsokl/MyGrad
1017,rsokl,noggin,tests/custom_strategies/__init__.py,https://github.com/rsokl/noggin
1547,rsokl,MyGrad,tests/test_random.py,https://github.com/rsokl/MyGrad
1561,rsokl,MyGrad,tests/tensor_base/test_backprop_through_non_scalar.py,https://github.com/rsokl/MyGrad
1564,rsokl,MyGrad,tests/wrappers/uber.py,https://github.com/rsokl/MyGrad
481,rsokl,MyGrad,tests/tensor_base/test_memory_locking.py,https://github.com/rsokl/MyGrad
1593,rsokl,MyGrad,tests/test_constant_inference.py,https://github.com/rsokl/MyGrad
1595,rsokl,MyGrad,tests/tensor_base/test_backward.py,https://github.com/rsokl/MyGrad
1603,rsokl,MyGrad,tests/math/sequence/test_sequential_funcs.py,https://github.com/rsokl/MyGrad
447,rsokl,noggin,tests/conftest.py,https://github.com/rsokl/noggin
312,rsokl,MyGrad,tests/nnet/initializers/test_normal.py,https://github.com/rsokl/MyGrad
1638,rsokl,MyGrad,tests/test_tensor_manip.py,https://github.com/rsokl/MyGrad
421,rsokl,noggin,tests/base_state_machines.py,https://github.com/rsokl/noggin
1642,rsokl,MyGrad,tests/nnet/losses/test_negative_log_likelihood.py,https://github.com/rsokl/MyGrad
809,rsokl,MyGrad,tests/test_tensor_creation.py,https://github.com/rsokl/MyGrad
408,rsokl,MyGrad,tests/tensor_base/test_view_graph.py,https://github.com/rsokl/MyGrad
395,rsokl,MyGrad,tests/nnet/layers/test_conv.py,https://github.com/rsokl/MyGrad
1695,rsokl,MyGrad,tests/nnet/activations/test_softmax.py,https://github.com/rsokl/MyGrad
795,rsokl,noggin,tests/test_xarray.py,https://github.com/rsokl/noggin
1721,rsokl,noggin,tests/custom_strategies/test_custom_strategies.py,https://github.com/rsokl/noggin
1725,rsokl,MyGrad,tests/nnet/initializers/test_he_uniform.py,https://github.com/rsokl/MyGrad
802,rsokl,MyGrad,tests/linalg/test_multi_matmul.py,https://github.com/rsokl/MyGrad
360,rsokl,MyGrad,tests/test_tensor_joining.py,https://github.com/rsokl/MyGrad
1739,rsokl,MyGrad,tests/tensor_base/test_operator_override.py,https://github.com/rsokl/MyGrad
1777,rsokl,MyGrad,tests/linalg/test_norm.py,https://github.com/rsokl/MyGrad
1741,rsokl,MyGrad,tests/math/binary/test_binary_funcs.py,https://github.com/rsokl/MyGrad
1751,rsokl,MyGrad,tests/tensor_ops/test_getitem.py,https://github.com/rsokl/MyGrad
1753,rsokl,MyGrad,tests/nnet/initializers/test_glorot_normal.py,https://github.com/rsokl/MyGrad
1664,rsokl,MyGrad,tests/nnet/initializers/test_he_normal.py,https://github.com/rsokl/MyGrad
560,rsokl,noggin,tests/test_plotting.py,https://github.com/rsokl/noggin
559,rsokl,MyGrad,tests/custom_strategies/test_strategies.py,https://github.com/rsokl/MyGrad
566,rsokl,MyGrad,tests/conftest.py,https://github.com/rsokl/MyGrad
831,rsokl,MyGrad,tests/tensor_base/test_placeholder_copy.py,https://github.com/rsokl/MyGrad
835,rsokl,MyGrad,tests/nnet/activations/test_elu.py,https://github.com/rsokl/MyGrad
1239,rsokl,MyGrad,tests/linalg/test_matmul.py,https://github.com/rsokl/MyGrad
676,rsokl,MyGrad,tests/test_operation_base.py,https://github.com/rsokl/MyGrad
1291,rsokl,MyGrad,tests/tensor_base/test_chainrule.py,https://github.com/rsokl/MyGrad
667,rsokl,MyGrad,tests/nnet/losses/test_hinge.py,https://github.com/rsokl/MyGrad
1310,rsokl,MyGrad,tests/nnet/initializers/test_constant.py,https://github.com/rsokl/MyGrad
1311,rsokl,MyGrad,tests/nnet/layers/test_batchnorm.py,https://github.com/rsokl/MyGrad
1317,rsokl,MyGrad,tests/nnet/layers/test_gru.py,https://github.com/rsokl/MyGrad
1326,rsokl,MyGrad,tests/nnet/initializers/test_glorot_uniform.py,https://github.com/rsokl/MyGrad
1338,rsokl,MyGrad,tests/tensor_ops/test_iter.py,https://github.com/rsokl/MyGrad
621,rsokl,MyGrad,tests/math/unary/test_scipy_mirror.py,https://github.com/rsokl/MyGrad
853,rsokl,MyGrad,tests/state_testing/test_simple_graph_state.py,https://github.com/rsokl/MyGrad
1363,rsokl,MyGrad,tests/tensor_base/test_dtype_init.py,https://github.com/rsokl/MyGrad
1371,rsokl,MyGrad,tests/tensor_base/test_astype.py,https://github.com/rsokl/MyGrad
1389,rsokl,MyGrad,tests/tensor_base/test_pow_special_cases.py,https://github.com/rsokl/MyGrad
1163,rsokl,MyGrad,tests/utils/test_dtype_and_constant_checking.py,https://github.com/rsokl/MyGrad
1353,rsokl,MyGrad,tests/tensor_base/test_tensor.py,https://github.com/rsokl/MyGrad
79,rtosholdings,riptable,riptable/hypothesis_tests/conftest.py,https://github.com/rtosholdings/riptable
574,rtosholdings,riptable,riptable/hypothesis_tests/test_rt_numpy_property.py,https://github.com/rtosholdings/riptable
1527,rtosholdings,riptable,riptable/hypothesis_tests/test_categorical_property.py,https://github.com/rtosholdings/riptable
1883,rtosholdings,riptable,riptable/hypothesis_tests/test_sds_property.py,https://github.com/rtosholdings/riptable
1257,rtosholdings,riptable,riptable/hypothesis_tests/test_riptide_numpy_equivalency.py,https://github.com/rtosholdings/riptable
341,rtosholdings,riptable,riptable/hypothesis_tests/strategies/categorical_strategy.py,https://github.com/rtosholdings/riptable
1409,rtosholdings,riptable,riptable/hypothesis_tests/test_ufunc_unary.py,https://github.com/rtosholdings/riptable
984,rtosholdings,riptable,riptable/hypothesis_tests/strategies/helper_strategies.py,https://github.com/rtosholdings/riptable
840,ryanvarley,ExoData,exodata/tests/test_equations.py,https://github.com/ryanvarley/ExoData
364,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_3940861c1e13c4743cae7b8c451eadb2fd0bc18f.py,https://github.com/ryanvarley/ExoData
350,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_02664ba65877b87ba975fadffb95a5b1cd9b45ce.py,https://github.com/ryanvarley/ExoData
2266,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_87ef8119bd246750f62e6971ad53dbde06dbc75b.py,https://github.com/ryanvarley/ExoData
1449,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_ed1a528b78c82f248d9da429018ed95d4550a1f0.py,https://github.com/ryanvarley/ExoData
1283,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_e0100e0aa6a6e667b83372104abc72428702c687.py,https://github.com/ryanvarley/ExoData
762,ryanvarley,ExoData,exodata/__init__.py,https://github.com/ryanvarley/ExoData
832,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_82e1c2937352cf71000bc2b6f36cb4cd01864ccd.py,https://github.com/ryanvarley/ExoData
1,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_af408ce682e7c5a174be5f63e80c1a9eae8a11f6.py,https://github.com/ryanvarley/ExoData
270,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_c8359be00f6ef89bb3d5fba8fb6fe5930afa7165.py,https://github.com/ryanvarley/ExoData
1874,ryanvarley,ExoData,exodata/tests/.hypothesis/eval_source/hypothesis_temporary_module_1fc62157c78f6d00d1c3ceb10c8d1bb4140cd0d1.py,https://github.com/ryanvarley/ExoData
1656,samuelcolvin,pydantic,docs/examples/hypothesis_property_based_test.py,https://github.com/samuelcolvin/pydantic
1580,samuelcolvin,pydantic,tests/test_hypothesis_plugin.py,https://github.com/samuelcolvin/pydantic
453,samuelcolvin,pydantic,tests/conftest.py,https://github.com/samuelcolvin/pydantic
2182,samuelcolvin,pydantic,pydantic/_hypothesis_plugin.py,https://github.com/samuelcolvin/pydantic
1414,santiment,sanpy,code_cell:2,https://github.com/santiment/sanpy
33,sarugaku,vistir,tests/test_misc.py,https://github.com/sarugaku/vistir
2236,sarugaku,requirementslib,tests/unit/test_requirements.py,https://github.com/sarugaku/requirementslib
1808,sarugaku,vistir,tests/strategies.py,https://github.com/sarugaku/vistir
1868,sarugaku,vistir,tests/test_compat.py,https://github.com/sarugaku/vistir
436,sarugaku,requirementslib,tests/unit/test_uri.py,https://github.com/sarugaku/requirementslib
209,sarugaku,requirementslib,tests/unit/strategies.py,https://github.com/sarugaku/requirementslib
1368,sarugaku,vistir,tests/test_path.py,https://github.com/sarugaku/vistir
1498,satellogic,orbit-predictor,tests/test_sun.py,https://github.com/satellogic/orbit-predictor
970,satellogic,orbit-predictor,tests/test_accurate_predictor.py,https://github.com/satellogic/orbit-predictor
381,satellogic,orbit-predictor,tests/test_predictors.py,https://github.com/satellogic/orbit-predictor
1329,saulzar,multical,multical/transform/hypothesis.py,https://github.com/saulzar/multical
1277,schemathesis,schemathesis,src/schemathesis/extra/pytest_plugin.py,https://github.com/schemathesis/schemathesis
1984,schemathesis,schemathesis,test/cli/test_options.py,https://github.com/schemathesis/schemathesis
1862,schemathesis,schemathesis,test/loaders/conftest.py,https://github.com/schemathesis/schemathesis
1481,schemathesis,schemathesis,test/specs/openapi/test_examples.py,https://github.com/schemathesis/schemathesis
1506,schemathesis,schemathesis,src/schemathesis/specs/openapi/_hypothesis.py,https://github.com/schemathesis/schemathesis
678,schemathesis,schemathesis,test/test_utils.py,https://github.com/schemathesis/schemathesis
1002,schemathesis,schemathesis,test/specs/openapi/test_serializing.py,https://github.com/schemathesis/schemathesis
1480,schemathesis,schemathesis,test/specs/openapi/test_expressions.py,https://github.com/schemathesis/schemathesis
686,schemathesis,schemathesis,src/schemathesis/stateful.py,https://github.com/schemathesis/schemathesis
993,schemathesis,schemathesis,test/test_parametrization.py,https://github.com/schemathesis/schemathesis
899,schemathesis,schemathesis,test/test_hypothesis.py,https://github.com/schemathesis/schemathesis
654,schemathesis,schemathesis,test/conftest.py,https://github.com/schemathesis/schemathesis
59,schemathesis,schemathesis,src/schemathesis/models.py,https://github.com/schemathesis/schemathesis
2004,schemathesis,schemathesis,test/test_examples.py,https://github.com/schemathesis/schemathesis
1809,schemathesis,schemathesis,test/test_petstore.py,https://github.com/schemathesis/schemathesis
1891,schemathesis,schemathesis,test/cli/test_callbacks.py,https://github.com/schemathesis/schemathesis
1334,schemathesis,schemathesis,test/hooks/test_hooks.py,https://github.com/schemathesis/schemathesis
2040,schemathesis,schemathesis,src/schemathesis/specs/openapi/schemas.py,https://github.com/schemathesis/schemathesis
151,schemathesis,schemathesis,test/runner/test_checks.py,https://github.com/schemathesis/schemathesis
962,schemathesis,schemathesis,test/specs/graphql/test_basic.py,https://github.com/schemathesis/schemathesis
1289,schemathesis,schemathesis,src/schemathesis/cli/__init__.py,https://github.com/schemathesis/schemathesis
1047,schemathesis,schemathesis,src/schemathesis/specs/openapi/stateful/links.py,https://github.com/schemathesis/schemathesis
1539,schemathesis,schemathesis,src/schemathesis/schemas.py,https://github.com/schemathesis/schemathesis
1130,schemathesis,schemathesis,test/cli/output/test_default.py,https://github.com/schemathesis/schemathesis
2277,schemathesis,schemathesis,test/cli/test_crashes.py,https://github.com/schemathesis/schemathesis
61,schemathesis,schemathesis,src/schemathesis/runner/__init__.py,https://github.com/schemathesis/schemathesis
513,schemathesis,schemathesis,test/runner/test_runner.py,https://github.com/schemathesis/schemathesis
1000,schemathesis,schemathesis,src/schemathesis/hooks.py,https://github.com/schemathesis/schemathesis
1896,schemathesis,schemathesis,src/schemathesis/exceptions.py,https://github.com/schemathesis/schemathesis
1144,schemathesis,schemathesis,src/schemathesis/runner/impl/threadpool.py,https://github.com/schemathesis/schemathesis
1343,schemathesis,schemathesis,test/test_direct_access.py,https://github.com/schemathesis/schemathesis
1369,schemathesis,schemathesis,src/schemathesis/cli/output/default.py,https://github.com/schemathesis/schemathesis
363,schemathesis,schemathesis,src/schemathesis/__init__.py,https://github.com/schemathesis/schemathesis
321,schemathesis,schemathesis,src/schemathesis/cli/callbacks.py,https://github.com/schemathesis/schemathesis
1847,schemathesis,schemathesis,src/schemathesis/specs/openapi/stateful/__init__.py,https://github.com/schemathesis/schemathesis
2216,schemathesis,schemathesis,example/test/hooks.py,https://github.com/schemathesis/schemathesis
827,schemathesis,schemathesis,example/test/test_app.py,https://github.com/schemathesis/schemathesis
1915,schemathesis,schemathesis,src/schemathesis/specs/graphql/schemas.py,https://github.com/schemathesis/schemathesis
860,schemathesis,schemathesis,test/code_samples/test_python.py,https://github.com/schemathesis/schemathesis
738,schemathesis,schemathesis,test/specs/openapi/test_negative.py,https://github.com/schemathesis/schemathesis
1029,schemathesis,schemathesis,src/schemathesis/_compat.py,https://github.com/schemathesis/schemathesis
299,schemathesis,schemathesis,src/schemathesis/specs/openapi/negative/mutations.py,https://github.com/schemathesis/schemathesis
